 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Otavio Rodrigues,33.0,,22/02/2020,3767.12,divorciado,gestor,(11) 96544-3160
Rita Lima,37.0,curitiba,15/01/2019,4971.67,viuvo,gestor,nan
Ulisses Souza,35.0,curitiba,29/02/2024,1990.3,divorciado,desenvolvedor,nan
Vera Santos,41.0,,13/01/2025,1293.23,viuvo,gestor,nan
Otavio Ferreira,17.0,curitiba,15/02/2015,3383.42,casado,cientista de dados,nan
Diego Silva,46.0,Curitiba,10/09/2019,4528.66,divorciado,cientista de dados,nan
Zeca Santos,36.0,salvador,14/12/2016,2695.42,casado,engenheiro de dados,nan
Iris Souza,42.0,manaus,16/09/2022,2283.03,viuvo,estagiario,nan
Carla Rodrigues,31.0,Manaus,06/12/2022,2573.71,divorciado,cientista de dados,nan
Saulo Lima,47.0,salvador,27/04/2018,1669.2,solteiro,desenvolvedor,nan
Will Pereira,36.0,fortaleza,13/07/2016,3743.04,casado,analista,nan
Iris Souza,17.0,rio de janeiro,10/10/2019,3404.79,solteiro,engenheiro de dados,nan
  SAULO PEREIRA  ,23.0,,03/02/2024,1641.22,solteiro,estagiario,nan
Gabi Santos,32.0,sao paulo,08/10/2016,6225.71,solteiro,gestor,nan
Vera Pereira,31.0,sao paulo,15/12/2021,3775.13,solteiro,estagiario,nan
Bruno Rodrigues,43.0,Sao Paulo,26/11/2022,1842.92,divorciado,analista,nan
Nina Almeida,50.0,rio de janeiro,14/06/2023,1996.26,viuvo,desenvolvedor,nan
Marta Pereira,43.0,sao paulo,24/12/2024,3943.56,divorciado,analista,nan
Paula Almeida,,Salvador,02/05/2021,3669.36,casado,analista,nan
Katia Lima,40.0,Belo Horizonte,04/08/2015,3119.06,divorciado,estagiario,nan
  NINA FERREIRA  ,41.0,salvador,12/12/2015,5074.97,casado,cientista de dados,nan
Bruno Almeida,29.0,Recife,17/06/2020,4151.91,divorciado,gestor,nan
Leo Silva,35.0,Fortaleza,14/01/2019,4339.75,casado,estagiario,nan
Zeca Oliveira,31.0,curitiba,20/03/2022,2183.46,viuvo,analista,nan
Zeca Ferreira,29.0,rio de janeiro,30/12/2022,2611.4,casado,estagiario,nan
Paula Souza,60.0,belo  horizonte,16/08/2024,3570.91,viuvo,cientista de dados,nan
Joao Rodrigues,19.0,recife,24/02/2018,4581.9,casado,desenvolvedor,nan
Saulo Oliveira,23.0,sao paulo,08/02/2017,3106.63,solteiro,cientista de dados,nan
Heitor Souza,32.0,rio de janeiro,07/09/2016,2605.05,solteiro,engenheiro de dados,nan
Katia Silva,28.0,belo  horizonte,07/03/2024,3221.58,solteiro,gestor,nan
Eva Carvalho,51.0,belo  horizonte,29/01/2023,5047.02,casado,estagiario,nan
Iris Souza,10.0,Belo Horizonte,17/03/2019,3110.83,divorciado,desenvolvedor,nan
Leo Souza,20.0,belo  horizonte,12/02/2025,5556.81,solteiro,cientista de dados,nan
Fabio Souza,35.0,salvador,01/08/2024,4363.58,casado,engenheiro de dados,nan
Saulo Souza,37.0,belo  horizonte,20/01/2015,,divorciado,cientista de dados,(11) 92957-6153
Marta Carvalho,34.0,recife,09/04/2020,3241.49,divorciado,engenheiro de dados,nan
Bruno Oliveira,45.0,belo  horizonte,19/01/2021,5613.41,,estagiario,nan
Ana Ferreira,38.0,recife,01/01/2016,3430.76,viuvo,analista,nan
Carla Lima,33.0,recife,21/01/2021,3270.84,solteiro,estagiario,nan
Paula Pereira,35.0,Belo Horizonte,15/07/2023,4610.52,casado,desenvolvedor,nan
Ulisses Souza,33.0,curitiba,28/04/2016,4439.79,,estagiario,nan
Fabio Pereira,27.0,Manaus,20/07/2025,2936.3,divorciado,desenvolvedor,nan
Rita Ferreira,23.0,,02/06/2025,2537.14,casado,gestor,nan
  ULISSES CARVALHO  ,31.0,manaus,17/09/2024,2807.76,divorciado,gestor,nan
Saulo Carvalho,28.0,sao paulo,14/07/2015,3227.29,viuvo,cientista de dados,nan
Will Almeida,30.0,Salvador,27/03/2015,3215.3,divorciado,desenvolvedor,nan
Ana Almeida,35.0,recife,01/06/2020,3190.38,solteiro,analista,nan
Paula Pereira,41.0,curitiba,24/08/2024,1710.93,viuvo,estagiario,(11) 98596-2778
Will Souza,33.0,sao paulo,29/11/2020,5084.84,solteiro,engenheiro de dados,nan
Carla Pereira,47.0,manaus,22/06/2020,5762.23,casado,gestor,nan
Fabio Carvalho,24.0,curitiba,22/08/2019,1655.29,viuvo,estagiario,nan
Heitor Almeida,27.0,rio de janeiro,05/10/2024,2830.91,viuvo,cientista de dados,nan
Ana Pereira,33.0,,03/02/2017,5964.14,solteiro,analista,nan
Ana Silva,,rio de janeiro,10/07/2024,4074.38,divorciado,gestor,nan
Zeca Silva,32.0,,14/11/2027,1696.16,divorciado,gestor,nan
Joao Silva,34.0,curitiba,29/06/2025,3179.27,solteiro,gestor,nan
  OTAVIO LIMA  ,49.0,Recife,01/05/2022,1736.71,solteiro,estagiario,nan
Yasmin Santos,31.0,rio de janeiro,24/01/2020,6364.69,casado,cientista de dados,(11) 92784-2855
Will Rodrigues,41.0,curitiba,31/05/2025,3357.16,casado,estagiario,nan
Nina Lima,50.0,belo  horizonte,12/09/2018,1527.8,divorciado,desenvolvedor,nan
Saulo Ferreira,38.0,rio de janeiro,29/04/2024,4436.9,casado,gestor,nan
Diego Oliveira,43.0,salvador,29/04/2020,1961.27,viuvo,analista,nan
Joao Pereira,37.0,rio de janeiro,29/11/2015,1665.18,,cientista de dados,(11) 96561-1086
Vera Santos,12.0,fortaleza,06/09/2018,2792.45,casado,cientista de dados,nan
Saulo Oliveira,23.0,sao paulo,08/02/2017,3106.63,solteiro,cientista de dados,nan
Bruno Ferreira,27.0,sao paulo,16/07/2016,1767.77,solteiro,gestor,nan
Nina Souza,45.0,salvador,16/08/2019,5811.03,viuvo,desenvolvedor,nan
Xavier Silva,32.0,sao paulo,22/05/2018,4479.42,viuvo,engenheiro de dados,nan
  EVA CARVALHO  ,31.0,fortaleza,12/06/2025,5237.52,casado,cientista de dados,nan
Katia Almeida,45.0,recife,12/07/2024,1658.23,solteiro,estagiario,nan
Fabio Carvalho,36.0,belo  horizonte,27/11/2024,4337.29,viuvo,gestor,nan
Nina Rodrigues,50.0,fortaleza,08/12/2024,5340.92,casado,analista,nan
Carla Oliveira,32.0,Salvador,21/11/2020,1609.43,divorciado,estagiario,nan
Ana Souza,36.0,sao paulo,18/08/2018,2180.16,divorciado,analista,nan
Zeca Almeida,24.0,curitiba,26/06/2024,1964.69,divorciado,analista,nan
  IRIS PEREIRA  ,33.0,rio de janeiro,23/10/2017,2706.82,divorciado,,nan
Xavier Silva,23.0,recife,23/02/2025,2708.63,viuvo,analista,nan
Eva Ferreira,52.0,manaus,16/09/2018,2686.04,solteiro,desenvolvedor,nan
Joao Ferreira,52.0,curitiba,18/02/2015,1636.05,solteiro,cientista de dados,nan
Ulisses Pereira,13.0,sao paulo,30/09/2018,920.03,divorciado,desenvolvedor,nan
Eva Pereira,28.0,fortaleza,27/06/2016,5115.76,viuvo,gestor,nan
Heitor Carvalho,46.0,salvador,22/08/2016,2214.51,divorciado,estagiario,nan
Saulo Lima,32.0,salvador,14/12/2016,2682.12,solteiro,estagiario,nan
Ulisses Rodrigues,,curitiba,16/06/2020,2598.99,divorciado,desenvolvedor,nan
Otavio Silva,30.0,Recife,06/11/2019,,viuvo,desenvolvedor,nan
  JOAO FERREIRA  ,33.0,manaus,16/05/2017,2253.32,solteiro,engenheiro de dados,nan
Diego Oliveira,26.0,,15/03/2025,3427.52,divorciado,estagiario,nan
Rita Oliveira,14.0,belo  horizonte,23/04/2020,4153.61,divorciado,gestor,nan
Zeca Carvalho,33.0,belo  horizonte,12/02/2018,3378.72,viuvo,desenvolvedor,nan
Ulisses Santos,51.0,fortaleza,17/04/2024,,casado,estagiario,nan
Heitor Oliveira,43.0,salvador,15/01/2020,4667.06,viuvo,analista,nan
Xavier Souza,34.0,salvador,22/12/2017,4997.73,solteiro,analista,nan
Otavio Souza,28.0,sao paulo,11/02/2017,3140.3,viuvo,gestor,nan
Yasmin Pereira,56.0,manaus,06/09/2016,2273.32,casado,,nan
Nina Rodrigues,41.0,sao paulo,21/10/2016,3660.76,casado,analista,nan
Bruno Rodrigues,36.0,curitiba,11/08/2018,6463.26,casado,estagiario,nan
Saulo Lima,50.0,recife,24/06/2019,2736.8,casado,cientista de dados,nan
Bruno Lima,35.0,Manaus,12/11/2016,2043.18,casado,desenvolvedor,nan
Fabio Lima,42.0,salvador,06/05/2023,1737.5,casado,gestor,nan
Vera Pereira,38.0,salvador,10/12/2020,866.28,viuvo,desenvolvedor,nan
Eva Santos,34.0,rio de janeiro,16/01/2024,4282.45,viuvo,gestor,nan
Bruno Santos,23.0,sao paulo,06/01/2023,2755.73,casado,analista,nan
Tania Ferreira,40.0,rio de janeiro,15/05/2021,7702.48,divorciado,cientista de dados,nan
Heitor Pereira,35.0,belo  horizonte,07/10/2020,1632.96,viuvo,analista,nan
Ana Rodrigues,,manaus,14/03/2025,2293.98,divorciado,analista,nan
Ulisses Lima,30.0,Recife,20/09/2020,5714.92,viuvo,engenheiro de dados,nan
Paula Rodrigues,38.0,sao paulo,13/08/2023,2394.07,divorciado,estagiario,nan
Tania Ferreira,32.0,fortaleza,30/03/2024,2106.57,casado,estagiario,nan
Nina Rodrigues,38.0,rio de janeiro,08/06/2023,2046.4,divorciado,desenvolvedor,nan
Nina Pereira,28.0,Salvador,09/07/2018,3981.9,divorciado,engenheiro de dados,nan
Will Carvalho,29.0,Rio De Janeiro,22/10/2020,1929.8,solteiro,engenheiro de dados,nan
Joao Lima,48.0,fortaleza,03/10/2015,26269.2,solteiro,analista,nan
Yasmin Santos,22.0,fortaleza,18/05/2025,1359.57,viuvo,analista,nan
Yasmin Lima,58.0,belo  horizonte,26/02/2021,2649.03,solteiro,desenvolvedor,nan
Saulo Almeida,23.0,sao paulo,25/04/2018,1149.92,viuvo,gestor,nan
Bruno Santos,35.0,curitiba,26/01/2021,1403.95,viuvo,engenheiro de dados,nan
Saulo Santos,,belo  horizonte,28/02/2020,3316.24,solteiro,desenvolvedor,nan
Yasmin Souza,53.0,belo  horizonte,01/07/2024,4256.35,divorciado,cientista de dados,nan
Will Oliveira,44.0,curitiba,28/01/2023,1286.74,solteiro,desenvolvedor,nan
Vera Pereira,45.0,recife,29/07/2016,3856.98,solteiro,analista,nan
Joao Lima,33.0,manaus,11/04/2019,1658.53,viuvo,desenvolvedor,nan
Nina Souza,30.0,salvador,06/05/2019,3720.95,divorciado,cientista de dados,nan
  IRIS ALMEIDA  ,36.0,recife,10/09/2015,2204.46,divorciado,engenheiro de dados,nan
Marta Ferreira,33.0,Manaus,11/05/2022,2157.94,solteiro,analista,nan
Katia Almeida,,manaus,06/09/2023,2417.31,divorciado,gestor,nan
Katia Souza,24.0,salvador,11/03/2024,,casado,estagiario,nan
Marta Souza,10.0,Manaus,23/12/2024,2673.74,casado,engenheiro de dados,(11) 95542-2551
Zeca Rodrigues,30.0,manaus,22/08/2020,1353.59,viuvo,engenheiro de dados,nan
  RITA LIMA  ,35.0,rio de janeiro,13/02/2021,1784.81,viuvo,gestor,nan
Nina Ferreira,45.0,,13/04/2018,3188.78,casado,estagiario,nan
Yasmin Souza,58.0,recife,17/08/2015,2766.34,casado,estagiario,nan
Iris Silva,35.0,belo  horizonte,15/01/2023,3103.7,viuvo,gestor,nan
Tania Oliveira,50.0,belo  horizonte,03/11/2019,2724.5,casado,desenvolvedor,nan
Yasmin Souza,37.0,salvador,27/05/2015,2041.63,divorciado,engenheiro de dados,nan
Tania Silva,27.0,rio de janeiro,10/08/2020,,solteiro,estagiario,nan
Eva Ferreira,44.0,rio de janeiro,20/02/2022,1942.29,divorciado,analista,nan
Diego Lima,41.0,recife,06/04/2022,2491.79,viuvo,desenvolvedor,nan
Xavier Almeida,33.0,recife,25/10/2020,5283.64,viuvo,desenvolvedor,nan
Xavier Almeida,40.0,,13/06/2021,2029.39,casado,desenvolvedor,nan
Tania Pereira,37.0,sao paulo,14/07/2023,1875.51,casado,gestor,nan
Xavier Ferreira,30.0,sao paulo,28/04/2024,,divorciado,desenvolvedor,nan
Will Souza,27.0,recife,02/02/2019,2685.52,divorciado,desenvolvedor,nan
Katia Pereira,43.0,sao paulo,20/05/2019,4158.17,divorciado,estagiario,(11) 97243-8818
Xavier Souza,14.0,rio de janeiro,28/04/2019,6561.57,casado,gestor,(11) 92996-4818
Tania Pereira,29.0,rio de janeiro,22/10/2019,7089.39,viuvo,gestor,nan
Vera Lima,42.0,fortaleza,06/06/2021,,viuvo,desenvolvedor,nan
Heitor Carvalho,25.0,curitiba,01/01/2016,2972.91,casado,estagiario,nan
Carla Carvalho,22.0,fortaleza,16/04/2019,3334.28,viuvo,analista,(11) 95610-4911
Katia Rodrigues,42.0,Salvador,11/12/2020,4209.42,casado,engenheiro de dados,nan
  DIEGO LIMA  ,48.0,curitiba,14/06/2023,2104.5,viuvo,engenheiro de dados,nan
Nina Silva,28.0,recife,17/09/2020,4156.93,divorciado,engenheiro de dados,nan
Xavier Almeida,42.0,recife,15/03/2024,1441.16,divorciado,desenvolvedor,nan
Ulisses Carvalho,46.0,belo  horizonte,16/01/2027,6838.18,casado,gestor,nan
  GABI LIMA  ,41.0,Rio De Janeiro,27/09/2022,4705.16,viuvo,analista,nan
Heitor Carvalho,33.0,belo  horizonte,28/09/2017,3405.2,divorciado,engenheiro de dados,nan
Leo Almeida,30.0,belo  horizonte,20/04/2027,1831.97,viuvo,gestor,nan
Marta Rodrigues,49.0,rio de janeiro,10/07/2017,1150.89,casado,analista,nan
Saulo Lima,51.0,fortaleza,24/04/2022,1973.79,divorciado,desenvolvedor,nan
  CARLA OLIVEIRA  ,51.0,manaus,13/11/2016,4145.15,casado,desenvolvedor,nan
Carla Souza,29.0,salvador,21/05/2025,2203.51,divorciado,analista,nan
Xavier Almeida,38.0,recife,22/04/2022,4763.1,casado,engenheiro de dados,nan
Marta Oliveira,48.0,Rio De Janeiro,15/11/2020,,solteiro,cientista de dados,nan
Gabi Almeida,42.0,manaus,25/01/2020,3082.28,divorciado,analista,nan
Will Almeida,27.0,fortaleza,10/04/2019,,casado,desenvolvedor,nan
Tania Souza,42.0,curitiba,10/07/2020,15098.8,divorciado,,(11) 97840-1585
Vera Carvalho,41.0,curitiba,19/01/2023,1772.63,viuvo,gestor,nan
Bruno Oliveira,,curitiba,22/04/2020,1510.11,solteiro,analista,nan
Tania Lima,49.0,belo  horizonte,03/08/2018,3933.36,casado,cientista de dados,nan
Diego Carvalho,39.0,sao paulo,18/06/2024,8998.99,divorciado,desenvolvedor,nan
Carla Souza,40.0,curitiba,09/05/2015,2188.15,solteiro,gestor,nan
Gabi Santos,15.0,manaus,23/08/2017,3879.09,solteiro,cientista de dados,nan
Saulo Rodrigues,36.0,recife,12/03/2024,3585.31,solteiro,gestor,nan
Nina Souza,24.0,belo  horizonte,05/09/2016,2761.33,viuvo,engenheiro de dados,nan
Xavier Silva,29.0,manaus,31/05/2023,3161.87,viuvo,analista,nan
Carla Souza,24.0,belo  horizonte,09/09/2020,1904.53,viuvo,analista,nan
Paula Carvalho,26.0,sao paulo,25/06/2024,3778.4,divorciado,engenheiro de dados,nan
Nina Souza,32.0,rio de janeiro,10/08/2023,3121.76,divorciado,analista,nan
  EVA LIMA  ,36.0,Sao Paulo,01/09/2021,3575.4,divorciado,analista,nan
Tania Almeida,44.0,belo  horizonte,16/02/2023,2707.78,casado,,nan
Rita Rodrigues,47.0,curitiba,16/10/2016,5773.32,solteiro,analista,nan
Yasmin Oliveira,41.0,,24/06/2024,3829.14,viuvo,desenvolvedor,nan
  OTAVIO ALMEIDA  ,49.0,salvador,13/05/2023,3168.59,divorciado,desenvolvedor,nan
Iris Almeida,39.0,belo  horizonte,12/11/2024,2782.19,divorciado,desenvolvedor,nan
Ana Lima,55.0,recife,26/09/2020,6016.56,solteiro,estagiario,nan
Paula Carvalho,35.0,curitiba,07/05/2017,4632.83,casado,gestor,nan
Marta Souza,18.0,salvador,04/10/2015,4195.48,divorciado,analista,nan
Nina Santos,34.0,rio de janeiro,05/06/2020,5252.12,casado,cientista de dados,nan
Yasmin Ferreira,11.0,curitiba,31/03/2025,2752.51,divorciado,analista,nan
Ana Silva,35.0,manaus,09/08/2018,1813.63,solteiro,engenheiro de dados,nan
Zeca Santos,30.0,manaus,22/04/2015,2822.4,solteiro,estagiario,nan
Will Almeida,29.0,salvador,20/11/2024,1914.92,viuvo,desenvolvedor,nan
Iris Lima,44.0,sao paulo,13/12/2021,1351.44,solteiro,gestor,nan
Otavio Lima,22.0,belo  horizonte,28/12/2021,2176.2,solteiro,desenvolvedor,nan
Rita Almeida,35.0,salvador,12/11/2016,6688.5,viuvo,gestor,nan
Gabi Silva,36.0,belo  horizonte,19/02/2019,2052.93,viuvo,cientista de dados,nan
Vera Ferreira,33.0,Manaus,07/05/2020,3110.07,casado,engenheiro de dados,nan
Paula Oliveira,32.0,manaus,09/07/2015,1980.44,casado,analista,nan
Ulisses Santos,27.0,sao paulo,02/05/2022,1680.27,viuvo,desenvolvedor,nan
Rita Santos,19.0,manaus,03/03/2025,3607.11,viuvo,analista,nan
Zeca Pereira,30.0,rio de janeiro,03/06/2019,1924.76,solteiro,cientista de dados,nan
  OTAVIO SANTOS  ,41.0,manaus,11/02/2021,1153.61,casado,engenheiro de dados,(11) 94350-8591
Rita Silva,46.0,sao paulo,20/11/2022,3005.21,viuvo,engenheiro de dados,nan
Marta Almeida,35.0,curitiba,28/03/2018,3500.29,divorciado,desenvolvedor,(11) 98592-4717
Will Rodrigues,20.0,curitiba,27/03/2019,2557.75,casado,estagiario,nan
  ZECA CARVALHO  ,37.0,salvador,22/10/2022,3905.52,divorciado,gestor,nan
Yasmin Pereira,19.0,salvador,06/03/2023,5962.89,casado,analista,nan
Bruno Almeida,42.0,manaus,30/11/2019,2326.84,viuvo,estagiario,nan
Carla Carvalho,35.0,manaus,01/01/2016,2949.2,divorciado,estagiario,nan
  VERA SOUZA  ,13.0,salvador,22/09/2017,1545.8,divorciado,desenvolvedor,nan
Iris Souza,32.0,recife,06/09/2015,4350.75,solteiro,desenvolvedor,nan
Katia Oliveira,19.0,Fortaleza,27/12/2027,2186.69,divorciado,estagiario,nan
Otavio Almeida,35.0,manaus,23/12/2023,,casado,cientista de dados,nan
Vera Carvalho,42.0,belo  horizonte,05/03/2020,2813.94,viuvo,desenvolvedor,nan
Diego Souza,35.0,recife,27/02/2017,4760.14,divorciado,gestor,nan
Will Oliveira,45.0,manaus,25/11/2024,2385.27,divorciado,gestor,nan
Ulisses Santos,37.0,Sao Paulo,27/03/2019,2406.47,casado,analista,nan
Heitor Pereira,24.0,curitiba,17/02/2018,4003.28,casado,desenvolvedor,nan
Otavio Santos,17.0,salvador,31/05/2023,1915.03,divorciado,cientista de dados,nan
Otavio Oliveira,26.0,salvador,27/07/2023,3951.5,solteiro,cientista de dados,nan
Will Pereira,37.0,fortaleza,13/03/2020,3469.37,divorciado,estagiario,nan
  TANIA SANTOS  ,33.0,rio de janeiro,29/12/2023,1192.5,casado,estagiario,nan
Tania Lima,51.0,rio de janeiro,18/07/2027,4241.02,solteiro,cientista de dados,nan
Joao Carvalho,27.0,rio de janeiro,20/07/2016,2640.19,divorciado,gestor,nan
Gabi Lima,27.0,sao paulo,17/06/2015,3602.81,solteiro,cientista de dados,nan
Diego Pereira,35.0,salvador,15/11/2020,3305.71,divorciado,analista,nan
  OTAVIO SILVA  ,41.0,sao paulo,14/12/2024,2553.68,viuvo,cientista de dados,nan
Fabio Pereira,22.0,recife,05/11/2015,4324.7,casado,analista,nan
Vera Almeida,17.0,curitiba,10/01/2016,908.05,casado,estagiario,nan
Nina Santos,23.0,recife,05/02/2017,1007.66,,desenvolvedor,nan
Saulo Pereira,44.0,curitiba,18/07/2020,2678.99,viuvo,engenheiro de dados,nan
Marta Rodrigues,35.0,fortaleza,23/06/2024,2289.01,solteiro,engenheiro de dados,nan
  ANA ALMEIDA  ,46.0,manaus,12/02/2015,3931.7,divorciado,engenheiro de dados,nan
Xavier Lima,25.0,recife,20/05/2018,5151.05,divorciado,cientista de dados,nan
Paula Pereira,31.0,manaus,11/02/2025,2641.3,solteiro,analista,nan
Ulisses Souza,17.0,sao paulo,05/09/2021,4667.11,casado,engenheiro de dados,nan
Paula Almeida,,manaus,06/06/2024,5125.53,divorciado,analista,(11) 92499-4830
Rita Ferreira,46.0,manaus,16/04/2022,2504.21,viuvo,analista,nan
Bruno Souza,35.0,fortaleza,24/08/2018,1039.06,divorciado,analista,nan
Leo Pereira,24.0,recife,30/05/2016,1618.71,divorciado,gestor,nan
Vera Pereira,27.0,fortaleza,28/11/2019,1705.88,casado,estagiario,nan
Vera Rodrigues,55.0,recife,11/03/2016,2927.71,viuvo,engenheiro de dados,nan
Xavier Santos,51.0,fortaleza,21/02/2016,4742.23,viuvo,gestor,nan
  KATIA SOUZA  ,42.0,belo  horizonte,30/12/2024,,divorciado,estagiario,nan
Xavier Pereira,38.0,fortaleza,31/07/2020,3868.9,casado,cientista de dados,nan
Rita Souza,42.0,belo  horizonte,02/10/2021,3560.43,viuvo,analista,nan
Nina Oliveira,43.0,salvador,22/09/2019,3057.68,divorciado,analista,nan
Otavio Rodrigues,18.0,belo  horizonte,07/01/2016,1585.41,solteiro,cientista de dados,nan
Katia Oliveira,34.0,recife,25/03/2017,2720.86,viuvo,engenheiro de dados,nan
Gabi Carvalho,24.0,manaus,29/04/2016,2193.98,viuvo,cientista de dados,nan
Diego Pereira,,,26/08/2018,4394.57,viuvo,analista,nan
  TANIA SILVA  ,32.0,recife,04/12/2019,3347.1,solteiro,estagiario,nan
Carla Souza,28.0,manaus,18/05/2024,4811.8,viuvo,analista,nan
Fabio Souza,43.0,Salvador,06/08/2015,1485.76,,estagiario,nan
Marta Pereira,45.0,rio de janeiro,13/03/2019,2941.08,casado,estagiario,nan
Katia Almeida,37.0,curitiba,01/04/2024,3003.25,casado,gestor,nan
Will Pereira,40.0,sao paulo,19/03/2027,1264.17,solteiro,desenvolvedor,nan
Carla Carvalho,49.0,recife,11/02/2024,3775.63,divorciado,analista,nan
Fabio Pereira,36.0,manaus,24/11/2021,4169.23,viuvo,estagiario,nan
  VERA SANTOS  ,19.0,fortaleza,04/11/2020,5490.46,divorciado,estagiario,nan
Ana Pereira,23.0,rio de janeiro,22/11/2018,4840.9,casado,estagiario,nan
Ulisses Pereira,45.0,sao paulo,23/07/2019,3275.1,viuvo,estagiario,nan
Paula Santos,32.0,salvador,24/09/2019,3114.9,viuvo,estagiario,nan
  TANIA CARVALHO  ,28.0,belo  horizonte,31/10/2016,,solteiro,desenvolvedor,nan
Nina Souza,37.0,sao paulo,29/08/2020,2623.03,solteiro,analista,nan
Yasmin Rodrigues,31.0,recife,07/05/2016,7567.34,solteiro,cientista de dados,nan
Zeca Oliveira,19.0,manaus,29/12/2018,3426.47,solteiro,engenheiro de dados,nan
Ulisses Souza,39.0,rio de janeiro,10/07/2016,1357.03,casado,analista,nan
Joao Pereira,35.0,Rio De Janeiro,12/09/2020,3147.84,divorciado,estagiario,nan
Leo Oliveira,24.0,salvador,20/08/2016,4662.5,viuvo,desenvolvedor,nan
Rita Santos,34.0,manaus,14/11/2015,2425.6,solteiro,estagiario,nan
Will Silva,43.0,sao paulo,06/12/2016,3754.56,casado,desenvolvedor,nan
Will Carvalho,39.0,belo  horizonte,21/01/2019,1321.93,casado,cientista de dados,nan
Tania Souza,39.0,fortaleza,09/02/2023,1540.83,divorciado,engenheiro de dados,nan
  OTAVIO OLIVEIRA  ,,manaus,09/12/2015,1506.24,divorciado,engenheiro de dados,nan
  OTAVIO PEREIRA  ,35.0,salvador,31/08/2015,2001.7,divorciado,analista,nan
Nina Souza,16.0,Manaus,05/12/2022,5252.6,casado,cientista de dados,nan
  GABI FERREIRA  ,34.0,,05/08/2020,7982.58,solteiro,engenheiro de dados,nan
Carla Silva,36.0,rio de janeiro,01/04/2023,1734.41,casado,cientista de dados,nan
Gabi Almeida,42.0,recife,09/04/2020,1003.9,casado,gestor,nan
Bruno Lima,44.0,rio de janeiro,02/11/2022,4536.79,solteiro,estagiario,nan
Marta Ferreira,49.0,manaus,25/10/2019,1723.47,casado,analista,nan
Rita Ferreira,47.0,sao paulo,12/12/2017,1119.17,divorciado,desenvolvedor,nan
Katia Silva,34.0,rio de janeiro,18/10/2024,3184.64,solteiro,gestor,nan
Gabi Oliveira,35.0,Recife,10/02/2023,2418.34,viuvo,gestor,nan
Zeca Santos,28.0,sao paulo,04/07/2025,1619.78,solteiro,gestor,nan
Marta Oliveira,49.0,sao paulo,14/05/2018,1835.77,solteiro,cientista de dados,nan
Leo Rodrigues,36.0,belo  horizonte,22/02/2024,1521.04,solteiro,engenheiro de dados,nan
Joao Oliveira,,rio de janeiro,30/07/2017,3715.21,solteiro,engenheiro de dados,(11) 94908-4255
Ulisses Rodrigues,39.0,fortaleza,05/04/2023,1859.25,solteiro,gestor,nan
Diego Souza,42.0,fortaleza,13/02/2020,5066.34,divorciado,cientista de dados,nan
Zeca Lima,26.0,manaus,20/07/2025,3107.94,divorciado,desenvolvedor,(11) 98527-4871
Fabio Almeida,36.0,curitiba,02/12/2019,5864.11,casado,cientista de dados,nan
Ulisses Souza,29.0,sao paulo,14/01/2023,3289.83,divorciado,,nan
Ulisses Almeida,26.0,rio de janeiro,23/06/2019,5152.1,casado,cientista de dados,nan
Fabio Rodrigues,,sao paulo,25/04/2016,3963.04,solteiro,cientista de dados,nan
  IRIS RODRIGUES  ,21.0,,03/07/2015,2235.44,casado,engenheiro de dados,nan
Diego Silva,21.0,Fortaleza,29/09/2017,3101.52,,analista,nan
Heitor Almeida,26.0,manaus,25/01/2016,1548.49,viuvo,analista,nan
Zeca Ferreira,31.0,manaus,19/11/2022,2072.66,viuvo,engenheiro de dados,nan
Carla Santos,34.0,recife,09/11/2018,11519.26,solteiro,cientista de dados,nan
Heitor Rodrigues,43.0,manaus,03/04/2025,1925.51,viuvo,engenheiro de dados,nan
Fabio Carvalho,38.0,,08/12/2015,4230.07,,engenheiro de dados,nan
